SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2015-16,653,Emanuel County,189,Swainsboro High School,K-12 Expenditures,Pupil Services,297076.52,433.69
2015-16,653,Emanuel County,189,Swainsboro High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,653,Emanuel County,189,Swainsboro High School,K-12 Expenditures,School Administration,484704.19,707.6
2015-16,653,Emanuel County,189,Swainsboro High School,K-12 Expenditures,School food Services,0,0
2015-16,653,Emanuel County,189,Swainsboro High School,K-12 Expenditures,Transportation,0,0
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,General Administration,0,0
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Instruction,3110794.62,4771.16
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Instructional Support,2997.35,4.6
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Maintenance and Operations,213497.19,327.45
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Media,83163.79,127.55
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Pupil Services,82586.14,126.67
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,School Administration,330034.37,506.19
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,School food Services,0,0
2015-16,653,Emanuel County,192,Swainsboro Middle School,K-12 Expenditures,Transportation,0,0
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Debt Services,0,0
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,General Administration,0,0
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Instruction,3314261.63,4142.83
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Instructional Support,3896.3,4.87
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Maintenance and Operations,213184.04,266.48
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Media,124501.95,155.63
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Pupil Services,44282.47,55.35
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,School Administration,284006.59,355.01
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,School food Services,0,0
2015-16,653,Emanuel County,196,Swainsboro Primary School,K-12 Expenditures,Transportation,0,0
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Instruction,2563621.79,4537.38
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Instructional Support,5618.56,9.94
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Maintenance and Operations,189957.75,336.21
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Media,112545.87,199.2
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Pupil Services,47659.35,84.35
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,School Administration,269943.82,477.78
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,653,Emanuel County,100,Twin City Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Debt Services,0,0
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,General Administration,580674.08,332
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Instruction,9473299.8,5416.41
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Instructional Support,469570.94,268.48
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,1446555.47,827.08
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Media,306412.73,175.19
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Pupil Services,442858.23,253.21
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,School Administration,1314968.43,751.84
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,School food Services,30803.86,17.61
2015-16,654,Evans County,ALL,All Column Values,K-12 Expenditures,Transportation,802417.29,458.79
2015-16,654,Evans County,ALL,All Column Values,K-12 Revenues,Federal,0,0
2015-16,654,Evans County,ALL,All Column Values,K-12 Revenues,Local,3841216.65,2196.24
2015-16,654,Evans County,ALL,All Column Values,K-12 Revenues,Other,0,0
2015-16,654,Evans County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2015-16,654,Evans County,ALL,All Column Values,K-12 Revenues,State Other,408530.94,233.58
2015-16,654,Evans County,ALL,All Column Values,K-12 Revenues,State QBE,10096991,5773.01
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,General Administration,762.82,0.84
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Instruction,4892677.47,5388.41
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Instructional Support,12735.88,14.03
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Maintenance and Operations,13171.69,14.51
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Media,109633.65,120.74
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Pupil Services,80785.41,88.97
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,School Administration,561198.73,618.06
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,School food Services,4881.02,5.38
2015-16,654,Evans County,196,Claxton Elementary School,K-12 Expenditures,Transportation,93.93,0.1
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Debt Services,0,0
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,General Administration,0,0
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Instruction,2016381.86,5028.38
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Instructional Support,35212.35,87.81
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Maintenance and Operations,43195.68,107.72
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Media,86871.44,216.64
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Pupil Services,19052.45,47.51
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,School Administration,389208.69,970.6
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,School food Services,2612.41,6.51
2015-16,654,Evans County,2050,Claxton High School,K-12 Expenditures,Transportation,0,0
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,General Administration,0,0
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Instruction,2262814.5,5362.12
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Instructional Support,2629.78,6.23
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Maintenance and Operations,43672.68,103.49
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Media,109887.22,260.4
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Pupil Services,19455.02,46.1
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,School Administration,345643.47,819.06
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,School food Services,2515.98,5.96
2015-16,654,Evans County,3050,Claxton Middle School,K-12 Expenditures,Transportation,0,0
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Debt Services,0,0
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,General Administration,974088.1,330.98
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Instruction,19883459.3,6756.19
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Instructional Support,961330.73,326.65
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,2350735.49,798.75
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Media,622817.56,211.63
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Pupil Services,1248084.01,424.09
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,School Administration,2300197.22,781.58
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,School food Services,31048.67,10.55
2015-16,655,Fannin County,ALL,All Column Values,K-12 Expenditures,Transportation,1957382.99,665.1
2015-16,655,Fannin County,ALL,All Column Values,K-12 Revenues,Federal,73412.56,24.94
2015-16,655,Fannin County,ALL,All Column Values,K-12 Revenues,Local,18501250.01,6286.53
2015-16,655,Fannin County,ALL,All Column Values,K-12 Revenues,Other,0,0
2015-16,655,Fannin County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2015-16,655,Fannin County,ALL,All Column Values,K-12 Revenues,State Other,364676.25,123.91
2015-16,655,Fannin County,ALL,All Column Values,K-12 Revenues,State QBE,13094539,4449.38
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Instruction,3409696.33,7662.24
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Instructional Support,85130.09,191.3
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Maintenance and Operations,263318.81,591.73
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Media,126404.1,284.05
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Pupil Services,120572.07,270.95
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,School Administration,323093.79,726.05
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,655,Fannin County,1050,Blue Ridge Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Instruction,2681677.39,6771.91
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Instructional Support,102335.69,258.42
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Maintenance and Operations,233596.74,589.89
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Media,128927.4,325.57
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Pupil Services,88762.43,224.15
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,School Administration,324607.34,819.72
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,655,Fannin County,194,East Fannin Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Debt Services,0,0
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,General Administration,0,0
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Instruction,5983335.8,6838.1
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Instructional Support,251113.06,286.99
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Maintenance and Operations,684180.74,781.92
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Media,126734.9,144.84
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Pupil Services,384528.57,439.46
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,School Administration,745046.75,851.48
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,School food Services,0,0
2015-16,655,Fannin County,176,Fannin County High School,K-12 Expenditures,Transportation,0,0
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,General Administration,0,0
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Instruction,4827050.86,6630.56
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Instructional Support,168439.63,231.37
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Maintenance and Operations,313117.56,430.11
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Media,116856.5,160.52
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Pupil Services,199834.67,274.5
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,School Administration,537875.29,738.84
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,School food Services,0,0
2015-16,655,Fannin County,193,Fannin County Middle School,K-12 Expenditures,Transportation,0,0
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Instruction,2981698.92,6412.26
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Instructional Support,94685.89,203.63
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Maintenance and Operations,228872.06,492.2
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Media,123894.66,266.44
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Pupil Services,90910.26,195.51
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,School Administration,369574.05,794.78
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,655,Fannin County,293,West Fannin Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,General Administration,2613162.14,129.67
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Instruction,122570821.4,6082.32
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Instructional Support,8273153.76,410.54
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Maintenance and Operations,13616746.86,675.7
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Media,2831495.48,140.51
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Pupil Services,8818209.65,437.58
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,School Administration,12359397.52,613.31
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,School food Services,105824.19,5.25
2015-16,656,Fayette County,ALL,All Column Values,K-12 Expenditures,Transportation,7171963.04,355.89
2015-16,656,Fayette County,ALL,All Column Values,K-12 Revenues,Federal,18609.69,0.92
2015-16,656,Fayette County,ALL,All Column Values,K-12 Revenues,Local,90757643.09,4503.65
2015-16,656,Fayette County,ALL,All Column Values,K-12 Revenues,Other,0,0
2015-16,656,Fayette County,ALL,All Column Values,K-12 Revenues,State Lottery,0,0
2015-16,656,Fayette County,ALL,All Column Values,K-12 Revenues,State Other,967778.12,48.02
2015-16,656,Fayette County,ALL,All Column Values,K-12 Revenues,State QBE,91000742,4515.72
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Instruction,5577411.06,5785.7
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Instructional Support,3650.18,3.79
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Maintenance and Operations,222947.26,231.27
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Media,110830.69,114.97
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Pupil Services,264765.79,274.65
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,School Administration,462996.27,480.29
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,108,Bennett's Mill Middle School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Instruction,6755480.56,5546.37
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Instructional Support,8230.59,6.76
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Maintenance and Operations,325457.17,267.21
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Media,104228.06,85.57
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Pupil Services,346842.14,284.76
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,School Administration,466183.15,382.74
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,178,Booth Middle School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Instruction,3685703.82,6980.5
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Instructional Support,3628.66,6.87
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Maintenance and Operations,198473.98,375.9
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Media,135008.58,255.7
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Pupil Services,148211.23,280.7
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,School Administration,371566.47,703.72
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,191,Braelinn Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Instruction,3356315.09,7051.08
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Instructional Support,3645.26,7.66
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Maintenance and Operations,291275.27,611.92
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Media,126103.24,264.92
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Pupil Services,149515.22,314.11
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,School Administration,356903.44,749.8
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,102,Cleveland Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Instruction,3816984.8,5936.21
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Instructional Support,3713.25,5.77
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Maintenance and Operations,231239.8,359.63
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Media,128692.14,200.14
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Pupil Services,140568.86,218.61
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,School Administration,368912.73,573.74
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,104,Crabapple Lane Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Instruction,7435034.27,5454.9
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Instructional Support,19310.06,14.17
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Maintenance and Operations,753118.31,552.54
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Media,111273.2,81.64
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Pupil Services,621724.74,456.14
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,School Administration,899497.47,659.94
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,398,Fayette County High School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Instruction,4320643.52,5902.52
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Instructional Support,9708.88,13.26
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Maintenance and Operations,203619.05,278.17
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Media,102172.82,139.58
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Pupil Services,302663.78,413.48
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,School Administration,448206.86,612.3
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,491,Flat Rock Middle School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Instruction,3174239.06,6991.72
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Instructional Support,2141.63,4.72
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Maintenance and Operations,165227.91,363.94
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Media,127859.36,281.63
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Pupil Services,137712.75,303.33
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,School Administration,348809.15,768.3
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,402,Hood Avenue Primary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Instruction,3771172.7,6092.36
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Instructional Support,2769.42,4.47
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Maintenance and Operations,631193.43,1019.7
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Media,142240.48,229.79
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Pupil Services,141564.67,228.7
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,School Administration,332296.91,536.83
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,180,Huddleston Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Debt Services,0,0
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,General Administration,0,0
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Instruction,3612010.37,5960.41
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Instructional Support,2036.2,3.36
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Maintenance and Operations,220893.8,364.51
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Media,127828.76,210.94
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Pupil Services,133644.07,220.53
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,School Administration,376107.12,620.64
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,School food Services,0,0
2015-16,656,Fayette County,111,Inman Elementary,K-12 Expenditures,Transportation,0,0
