,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
25270,2017-2018,13,GEORGIA,GA,Little Mill Middle School,Forsyth County,1,,GA-658,1302220,GA-658-0206,130222000000.0,1303355,6800 Little Mill Rd,,,Cumming,GA,30041,,6800 Little Mill Rd,,,Cumming,GA,30041,,(678)965-5000,http://www.forsyth.k12.ga.us/lmms/site/default.asp,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25271,2017-2018,13,GEORGIA,GA,Silver City Elementary School,Forsyth County,1,,GA-658,1302220,GA-658-0307,130222000000.0,1303356,6200 Dahlonega Hwy,,,Cumming,GA,30028,,6200 Dahlonega Hwy,,,Cumming,GA,30028,,(678)965-5020,http://www.forsyth.k12.ga.us/silvercity/site/default.asp,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25272,2017-2018,13,GEORGIA,GA,Piney Grove Middle School,Forsyth County,1,,GA-658,1302220,GA-658-0407,130222000000.0,1303357,8135 Majors Rd,,,Cumming,GA,30041,,8135 Majors Rd,,,Cumming,GA,30041,,(678)965-5010,http://www.forsyth.k12.ga.us/pineygrove/site/default.asp,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25273,2017-2018,13,GEORGIA,GA,Johns Creek Elementary,Forsyth County,1,,GA-658,1302220,GA-658-0108,130222000000.0,1303685,6205 Old Atlanta Rd,,,Suwanee,GA,30024,,6205 Old Atlanta Rd,,,Suwanee,GA,30024,,(678)965-5041,http://www.forsyth.k12.ga.us/johnscreek/site/default.asp,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25274,2017-2018,13,GEORGIA,GA,Haw Creek Elementary,Forsyth County,1,,GA-658,1302220,GA-658-0215,130222000000.0,1303825,2555 Echols Rd,,,Cumming,GA,30041,,2555 Echols Rd,,,Cumming,GA,30041,,(678)965-5070,http://www.forsyth.k12.ga.us/hawcreek/site/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25275,2017-2018,13,GEORGIA,GA,George W. Whitlow Elementary,Forsyth County,1,,GA-658,1302220,GA-658-0213,130222000000.0,1303853,3655 Castleberry Rd,,,Cumming,GA,30040,,3655 Castleberry Rd,,,Cumming,GA,30040,,(678)965-5090,http://www.forsyth.k12.ga.us/whitlow/site/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25276,2017-2018,13,GEORGIA,GA,Lakeside Middle School,Forsyth County,1,,GA-658,1302220,GA-658-0216,130222000000.0,1303858,2565 Echols Rd,,,Cumming,GA,30041,,2565 Echols Rd,,,Cumming,GA,30041,,(678)455-7311,http://www.forsyth.k12.ga.us/lakeside/site/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25277,2017-2018,13,GEORGIA,GA,Brookwood Elementary,Forsyth County,1,,GA-658,1302220,GA-658-0211,130222000000.0,1303923,2980 Vaughan Dr,,,Cumming,GA,30041,,2980 Vaughan Dr,,,Cumming,GA,30041,,(678)965-5060,http://www.forsyth.k12.ga.us/brookwood/site/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25278,2017-2018,13,GEORGIA,GA,Lambert High School,Forsyth County,1,,GA-658,1302220,GA-658-0214,130222000000.0,1303954,805 Nichols Rd,,,Suwanee,GA,30024,,805 Nichols Rd,,,Suwanee,GA,30024,,(678)965-5050,http://www.forsyth.k12.ga.us/lhs/site/,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25279,2017-2018,13,GEORGIA,GA,Forsyth Virtual Academy,Forsyth County,1,,GA-658,1302220,GA-658-0219,130222000000.0,1303995,1130 Dahlonega Hwy,,,Cumming,GA,30040,,1130 Dahlonega Hwy,,,Cumming,GA,30040,,(678)965-4970,http://www.forsyth.k12.ga.us/iachieve,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,6,12,High,As reported
25280,2017-2018,13,GEORGIA,GA,Kelly Mill Elementary,Forsyth County,1,,GA-658,1302220,GA-658-0313,130222000000.0,1304084,1180 Chamblee Gap Rd,,,Cumming,GA,30040,,1180 Chamblee Gap Rd,,,Cumming,GA,30040,,(770)887-2461,http://www.forsyth.k12.ga.us/Domain/3436,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25281,2017-2018,13,GEORGIA,GA,DeSana Middle School,Forsyth County,1,,GA-658,1302220,GA-658-0700,130222000000.0,1304228,625 James Road,,,Alpharetta,GA,30004,,625 James Road,,,Alpharetta,GA,30004,,(770)887-2461,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25282,2017-2018,13,GEORGIA,GA,Brandywine Elementary School,Forsyth County,1,,GA-658,1302220,GA-658-0699,130222000000.0,1304233,175 Martin Drive,,,Alpharetta,GA,30004,,175 Martin Drive,,,Alpharetta,GA,30004,,(770)887-2461,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25283,2017-2018,13,GEORGIA,GA,Franklin County High School,Franklin County,1,,GA-659,1302250,GA-659-3050,130225000000.0,1300961,P.O. Box 543,6570 Highway 145,,Carnesville,GA,30521,,6570 Highway 145,,,Carnesville,GA,30521,,(706)384-4525,http://www.franklin.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25284,2017-2018,13,GEORGIA,GA,Carnesville Elementary Primary School,Franklin County,1,,GA-659,1302250,GA-659-2050,130225000000.0,1300962,P.O. Box 39. 825 Hull Avenue,,,Carnesville,GA,30521,,825 Hull Ave,,,Carnesville,GA,30521,,(706)384-4523,http://www.franklin.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,2,Elementary,As reported
25285,2017-2018,13,GEORGIA,GA,Royston Elementary School,Franklin County,1,,GA-659,1302250,GA-659-1052,130225000000.0,1300963,660 College St,,,Royston,GA,30662,,660 College St,,,Royston,GA,30662,,(706)245-9252,http://www.franklin.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25286,2017-2018,13,GEORGIA,GA,Lavonia Elementary School,Franklin County,1,,GA-659,1302250,GA-659-5050,130225000000.0,1300964,818 Hartwell Rd,,,Lavonia,GA,30553,,818 Hartwell Rd,,,Lavonia,GA,30553,,(706)356-8209,http://www.franklin.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25287,2017-2018,13,GEORGIA,GA,Franklin County Middle School,Franklin County,1,,GA-659,1302250,GA-659-0105,130225000000.0,1303358,P.O. Box 544,,,Carnesville,GA,30521,,485 Turkey Creek Rd,,,Carnesville,GA,30521,,(706)384-4581,http://www.franklin.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25288,2017-2018,13,GEORGIA,GA,Carnesville Elementary Intermediate School,Franklin County,1,,GA-659,1302250,GA-659-0107,130225000000.0,1303359,P.O. Box 189,,,Carnesville,GA,30521,,11555 Highway 59,,,Carnesville,GA,30521,,(706)384-7326,http://www.franklin.k12.ga.us,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,3,5,Elementary,As reported
25289,2017-2018,13,GEORGIA,GA,Crabapple Crossing Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0193,130228000000.0,1300035,12775 Birmingham Hwy,,,Alpharetta,GA,30004,,12775 Birmingham Hwy,,,Alpharetta,GA,30004,,(470)254-7055,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25290,2017-2018,13,GEORGIA,GA,Conley Hills Elementary School,Fulton County,1,,GA-660,1302280,GA-660-5052,130228000000.0,1300217,2580 Delowe Dr,,,East Point,GA,30344,,2580 Delowe Dr,,,East Point,GA,30344,,(470)254-8170,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25291,2017-2018,13,GEORGIA,GA,New Prospect Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0195,130228000000.0,1300927,3055 Kimball Bridge Rd,,,Alpharetta,GA,30022,,3055 Kimball Bridge Rd,,,Alpharetta,GA,30022,,(470)254-2800,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25292,2017-2018,13,GEORGIA,GA,Findley Oaks Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0295,130228000000.0,1300948,5880 Findley Chase Dr,,,Duluth,GA,30097,,5880 Findley Chase Dr,,,Duluth,GA,30097,,(470)254-3800,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25293,2017-2018,13,GEORGIA,GA,Dolvin Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0180,130228000000.0,1300965,10495 Jones Bridge Rd,,,Alpharetta,GA,30022,,10495 Jones Bridge Rd,,,Alpharetta,GA,30022,,(470)254-7020,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
25294,2017-2018,13,GEORGIA,GA,Banneker High School,Fulton County,1,,GA-660,1302280,GA-660-0176,130228000000.0,1300967,6015 Feldwood Rd,,,College Park,GA,30349,,6015 Feldwood Rd,,,College Park,GA,30349,,(470)254-3410,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25295,2017-2018,13,GEORGIA,GA,Jackson Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0175,130228000000.0,1300968,1400 Martin Rd,,,Roswell,GA,30076,,1400 Martin Rd,,,Roswell,GA,30076,,(770)594-5290,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25296,2017-2018,13,GEORGIA,GA,Gullatt Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0276,130228000000.0,1300969,6110 Dodson Rd,,,Union City,GA,30291,,6110 Dodson Rd,,,Union City,GA,30291,,(770)969-3425,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25297,2017-2018,13,GEORGIA,GA,Nolan Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0275,130228000000.0,1300970,2725 Creel Rd,,,College Park,GA,30349,,2725 Creel Rd,,,College Park,GA,30349,,(470)254-7950,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25298,2017-2018,13,GEORGIA,GA,S. L. Lewis Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0273,130228000000.0,1300971,6201 Connell Rd,,,College Park,GA,30349,,6201 Connell Rd,,,College Park,GA,30349,,(470)254-3450,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25299,2017-2018,13,GEORGIA,GA,Alpharetta Elementary School,Fulton County,1,,GA-660,1302280,GA-660-1050,130228000000.0,1300974,192 Mayfield Rd,,,Alpharetta,GA,30009,,192 Mayfield Rd,,,Alpharetta,GA,30009,,(470)254-7015,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25300,2017-2018,13,GEORGIA,GA,Sandy Springs Middle School,Fulton County,1,,GA-660,1302280,GA-660-0603,130228000000.0,1300975,8750 Colonel Dr,,,Atlanta,GA,30350,,8750 Colonel Dr,,,Atlanta,GA,30350,,(470)254-4970,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25301,2017-2018,13,GEORGIA,GA,Mountain Park Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0373,130228000000.0,1300976,11895 Mountain Park Rd,,,Roswell,GA,30075,,11895 Mountain Park Rd,,,Roswell,GA,30075,,(470)254-4530,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25302,2017-2018,13,GEORGIA,GA,Roswell North Elementary School,Fulton County,1,,GA-660,1302280,GA-660-1067,130228000000.0,1300978,10525 Woodstock Rd,,,Roswell,GA,30075,,10525 Woodstock Rd,,,Roswell,GA,30075,,(470)254-6320,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25303,2017-2018,13,GEORGIA,GA,Randolph Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0390,130228000000.0,1300986,5320 Campbellton Rd SW,,,Atlanta,GA,30331,,5320 Campbellton Rd SW,,,Atlanta,GA,30331,,(404)346-6520,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25304,2017-2018,13,GEORGIA,GA,Riverwood International Charter School,Fulton County,1,,GA-660,1302280,GA-660-3066,130228000000.0,1300987,5900 Raider Dr,,,Atlanta,GA,30328,,5900 Raider Dr,,,Atlanta,GA,30328,,(470)254-1980,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25305,2017-2018,13,GEORGIA,GA,Parklane Elementary School,Fulton County,1,,GA-660,1302280,GA-660-3064,130228000000.0,1300988,2809 Blount St,,,East Point,GA,30344,,2809 Blount St,,,East Point,GA,30344,,(470)254-8070,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25306,2017-2018,13,GEORGIA,GA,Lee Elementary School,Fulton County,1,,GA-660,1302280,GA-660-3058,130228000000.0,1300991,4600 Scarborough Rd,,,College Park,GA,30349,,4600 Scarborough Rd,,,College Park,GA,30349,,(470)254-8025,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25307,2017-2018,13,GEORGIA,GA,Brookview Elementary School,Fulton County,1,,GA-660,1302280,GA-660-2550,130228000000.0,1300997,3250 Hammarskjold Dr,,,East Point,GA,30344,,3250 Hammarskjold Dr,,,East Point,GA,30344,,(470)254-8020,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25308,2017-2018,13,GEORGIA,GA,Campbell Elementary School,Fulton County,1,,GA-660,1302280,GA-660-2070,130228000000.0,1300998,91 Elder St,,,Fairburn,GA,30213,,91 Elder St,,,Fairburn,GA,30213,,(470)254-3430,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25309,2017-2018,13,GEORGIA,GA,Milton High School,Fulton County,1,,GA-660,1302280,GA-660-0106,130228000000.0,1301005,13025 Birmingham Hwy,,,Alpharetta,GA,30004,,13025 Birmingham Hwy,,,Alpharetta,GA,30004,,(470)254-7000,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25310,2017-2018,13,GEORGIA,GA,Bethune Elementary School,Fulton County,1,,GA-660,1302280,GA-660-2058,130228000000.0,1301006,5925 Old Carriage Dr,,,College Park,GA,30349,,5925 Old Carriage Dr,,,College Park,GA,30349,,(470)254-7940,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25311,2017-2018,13,GEORGIA,GA,Palmetto Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0292,130228000000.0,1301013,505 Carlton Rd,,,Palmetto,GA,30268,,505 Carlton Rd,,,Palmetto,GA,30268,,(470)254-6100,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25312,2017-2018,13,GEORGIA,GA,Woodland Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0702,130228000000.0,1301015,1130 Spalding Dr,,,Atlanta,GA,30350,,1130 Spalding Dr,,,Atlanta,GA,30350,,(470)254-5890,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25313,2017-2018,13,GEORGIA,GA,North Springs High School,Fulton County,1,,GA-660,1302280,GA-660-4062,130228000000.0,1301024,7447 Roswell Rd,,,Atlanta,GA,30328,,7447 Roswell Rd,,,Atlanta,GA,30328,,(470)254-2490,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25314,2017-2018,13,GEORGIA,GA,Mimosa Elementary School,Fulton County,1,,GA-660,1302280,GA-660-4060,130228000000.0,1301025,1550 Warsaw Rd,,,Roswell,GA,30076,,1550 Warsaw Rd,,,Roswell,GA,30076,,(470)254-4540,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25315,2017-2018,13,GEORGIA,GA,High Point Elementary School,Fulton County,1,,GA-660,1302280,GA-660-4056,130228000000.0,1301026,520 Greenland Rd,,,Atlanta,GA,30342,,520 Greenland Rd,,,Atlanta,GA,30342,,(470)254-7716,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25316,2017-2018,13,GEORGIA,GA,Westlake High School,Fulton County,1,,GA-660,1302280,GA-660-5069,130228000000.0,1301031,2400 Union Rd SW,,,Atlanta,GA,30331,,2400 Union Rd SW,,,Atlanta,GA,30331,,(470)254-6400,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
25317,2017-2018,13,GEORGIA,GA,Spalding Drive Elementary,Fulton County,1,,GA-660,1302280,GA-660-0104,130228000000.0,1301032,130 W Spalding Dr,,,Atlanta,GA,30328,,130 W Spalding Dr,,,Atlanta,GA,30328,,(470)254-5880,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25318,2017-2018,13,GEORGIA,GA,Asa Hilliard Elementary School,Fulton County,1,,GA-660,1302280,GA-660-5060,130228000000.0,1301036,3353 Mount Olive Rd,,,East Point,GA,30344,,3353 Mount Olive Rd,,,East Point,GA,30344,,(470)254-8050,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25319,2017-2018,13,GEORGIA,GA,E. C. West Elementary School,Fulton County,1,,GA-660,1302280,GA-660-4069,130228000000.0,1301043,7040 Rivertown Rd,,,Fairburn,GA,30213,,7040 Rivertown Rd,,,Fairburn,GA,30213,,(470)254-3460,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25320,2017-2018,13,GEORGIA,GA,Northwood Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0197,130228000000.0,1301615,10200 Wooten Rd,,,Roswell,GA,30076,,10200 Wooten Rd,,,Roswell,GA,30076,,(470)254-6390,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25321,2017-2018,13,GEORGIA,GA,State Bridge Crossing Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0297,130228000000.0,1301620,5530 State Bridge Rd,,,Alpharetta,GA,30022,,5530 State Bridge Rd,,,Alpharetta,GA,30022,,(470)254-3850,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25322,2017-2018,13,GEORGIA,GA,River Eves Elementary School,Fulton County,1,,GA-660,1302280,GA-660-0397,130228000000.0,1301623,9000 Eves Rd,,,Roswell,GA,30076,,9000 Eves Rd,,,Roswell,GA,30076,,(470)254-4550,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
25323,2017-2018,13,GEORGIA,GA,Webb Bridge Middle School,Fulton County,1,,GA-660,1302280,GA-660-0497,130228000000.0,1301627,4455 Webb Bridge Rd,,,Alpharetta,GA,30005,,4455 Webb Bridge Rd,,,Alpharetta,GA,30005,,(470)254-2940,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25324,2017-2018,13,GEORGIA,GA,Northwestern Middle School,Fulton County,1,,GA-660,1302280,GA-660-0597,130228000000.0,1301631,12805 Birmingham Hwy,,,Alpharetta,GA,30004,,12805 Birmingham Hwy,,,Alpharetta,GA,30004,,(470)254-2870,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25325,2017-2018,13,GEORGIA,GA,Crabapple Middle School,Fulton County,1,,GA-660,1302280,GA-660-0184,130228000000.0,1301928,10700 Crabapple Rd,,,Roswell,GA,30075,,10700 Crabapple Rd,,,Roswell,GA,30075,,(470)254-4520,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25326,2017-2018,13,GEORGIA,GA,Haynes Bridge Middle School,Fulton County,1,,GA-660,1302280,GA-660-0384,130228000000.0,1301929,10665 Haynes Bridge Rd,,,Alpharetta,GA,30022,,10665 Haynes Bridge Rd,,,Alpharetta,GA,30022,,(470)254-7030,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
25327,2017-2018,13,GEORGIA,GA,Holcomb Bridge Middle School,Fulton County,1,,GA-660,1302280,GA-660-0284,130228000000.0,1301930,2700 Holcomb Bridge Rd,,,Alpharetta,GA,30022,,2700 Holcomb Bridge Rd,,,Alpharetta,GA,30022,,(470)254-5280,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
